Date,Close
2015-01-02,35.310001373291016
2015-01-05,34.90999984741211
2015-01-06,34.94499969482422
2015-01-07,35.41999816894531
2015-01-08,36.13999938964844
2015-01-09,36.03499984741211
2015-01-12,35.98500061035156
2015-01-13,36.11000061035156
2015-01-14,35.89500045776367
2015-01-15,35.86000061035156
2015-01-16,36.52000045776367
2015-01-20,36.57500076293945
2015-01-21,36.209999084472656
2015-01-22,36.814998626708984
2015-01-23,37.029998779296875
2015-01-26,37.154998779296875
2015-01-27,36.619998931884766
2015-01-28,36.41999816894531
2015-01-29,36.935001373291016
2015-01-30,36.26499938964844
2015-02-02,36.720001220703125
2015-02-03,37.244998931884766
2015-02-04,37.900001525878906
2015-02-05,38.560001373291016
2015-02-06,38.4900016784668
2015-02-09,38.23500061035156
2015-02-10,38.75
2015-02-11,38.845001220703125
2015-02-12,39.224998474121094
2015-02-13,39.349998474121094
2015-02-17,39.369998931884766
2015-02-18,39.525001525878906
2015-02-19,39.525001525878906
2015-02-20,39.525001525878906
2015-02-23,39.404998779296875
2015-02-24,39.52000045776367
2015-02-25,39.45000076293945
2015-02-26,39.31999969482422
2015-02-27,39.03499984741211
2015-03-02,39.435001373291016
2015-03-03,39.25
2015-03-04,38.9900016784668
2015-03-05,38.97999954223633
2015-03-06,38.76499938964844
2015-03-09,39.06999969482422
2015-03-10,38.3650016784668
2015-03-11,38.474998474121094
2015-03-12,39.119998931884766
2015-03-13,38.70000076293945
2015-03-16,39.334999084472656
2015-03-17,39.28499984741211
2015-03-18,39.91999816894531
2015-03-19,40.09000015258789
2015-03-20,40.14500045776367
2015-03-23,40.119998931884766
2015-03-24,39.79999923706055
2015-03-25,38.915000915527344
2015-03-26,39.21500015258789
2015-03-27,39.20000076293945
2015-03-30,39.8650016784668
2015-03-31,39.70000076293945
2015-04-01,39.790000915527344
2015-04-02,39.814998626708984
2015-04-06,39.915000915527344
2015-04-07,39.65999984741211
2015-04-08,40.150001525878906
2015-04-09,40.005001068115234
2015-04-10,39.529998779296875
2015-04-13,39.474998474121094
2015-04-14,39.30500030517578
2015-04-15,39.439998626708984
2015-04-16,39.32500076293945
2015-04-17,38.71500015258789
2015-04-20,39.08000183105469
2015-04-21,39.275001525878906
2015-04-22,39.46500015258789
2015-04-23,39.875
2015-04-24,39.6349983215332
2015-04-27,39.55500030517578
2015-04-28,39.7599983215332
2015-04-29,39.40999984741211
2015-04-30,38.79999923706055
2015-05-01,39.33000183105469
2015-05-04,39.310001373291016
2015-05-05,38.7400016784668
2015-05-06,39.44499969482422
2015-05-07,39.599998474121094
2015-05-08,40.06999969482422
2015-05-11,40.10499954223633
2015-05-12,39.9900016784668
2015-05-13,40.095001220703125
2015-05-14,40.439998626708984
2015-05-15,40.4900016784668
2015-05-18,40.72999954223633
2015-05-19,40.505001068115234
2015-05-20,40.55500030517578
2015-05-21,40.45000076293945
2015-05-22,40.28499984741211
2015-05-26,39.880001068115234
2015-05-27,40.38999938964844
2015-05-28,40.39500045776367
2015-05-29,40.07500076293945
2015-06-01,40.279998779296875
2015-06-02,40.23500061035156
2015-06-03,40.689998626708984
2015-06-04,40.099998474121094
2015-06-05,40.11000061035156
2015-06-08,39.79499816894531
2015-06-09,39.619998931884766
2015-06-10,40.209999084472656
2015-06-11,40.4900016784668
2015-06-12,40.15999984741211
2015-06-15,39.779998779296875
2015-06-16,40.314998626708984
2015-06-17,40.46500015258789
2015-06-18,41.345001220703125
2015-06-19,42.6349983215332
2015-06-22,43.02000045776367
2015-06-23,42.849998474121094
2015-06-24,42.5
2015-06-25,42.439998626708984
2015-06-26,42.505001068115234
2015-06-29,41.415000915527344
2015-06-30,41.415000915527344
2015-07-01,42.05500030517578
2015-07-02,41.92499923706055
2015-07-06,42.154998779296875
2015-07-07,42.47999954223633
2015-07-08,41.70500183105469
2015-07-09,42.224998474121094
2015-07-10,43.17499923706055
