Date,Close
2015-01-02,44.54999923706055
2015-01-05,41.83000183105469
2015-01-06,40.86000061035156
2015-01-07,41.75
2015-01-08,43.630001068115234
2015-01-09,44.20000076293945
2015-01-12,42.83000183105469
2015-01-13,42.709999084472656
2015-01-14,42.279998779296875
2015-01-15,40.15999984741211
2015-01-16,40.720001220703125
2015-01-20,39.83000183105469
2015-01-21,41.400001525878906
2015-01-22,41.900001525878906
2015-01-23,42.540000915527344
2015-01-26,44.16999816894531
2015-01-27,43.720001220703125
2015-01-28,42.70000076293945
2015-01-29,42.36000061035156
2015-01-30,42.31999969482422
2015-02-02,45.47999954223633
2015-02-03,48.15999984741211
2015-02-04,46.97999954223633
2015-02-05,46.900001525878906
2015-02-06,46.900001525878906
2015-02-09,46.33000183105469
2015-02-10,48.540000915527344
2015-02-11,48.77000045776367
2015-02-12,49.41999816894531
2015-02-13,48.84000015258789
2015-02-17,49.619998931884766
2015-02-18,48.84000015258789
2015-02-19,48.40999984741211
2015-02-20,49.02000045776367
2015-02-23,49.63999938964844
2015-02-24,54.70000076293945
2015-02-25,58.540000915527344
2015-02-26,58.68000030517578
2015-02-27,59.75
2015-03-02,61.11000061035156
2015-03-03,60.689998626708984
2015-03-04,61.20000076293945
2015-03-05,61.65999984741211
2015-03-06,60.61000061035156
2015-03-09,61.060001373291016
2015-03-10,59.86000061035156
2015-03-11,59.290000915527344
2015-03-12,60.61000061035156
2015-03-13,60.599998474121094
2015-03-16,60.220001220703125
2015-03-17,60.4900016784668
2015-03-18,61.43000030517578
2015-03-19,60.29999923706055
2015-03-20,60.2599983215332
2015-03-23,60.58000183105469
2015-03-24,62.52000045776367
2015-03-25,60.09000015258789
2015-03-26,59.619998931884766
2015-03-27,59.61000061035156
2015-03-30,60.689998626708984
2015-03-31,59.790000915527344
2015-04-01,60.83000183105469
2015-04-02,61.189998626708984
2015-04-06,61.5099983215332
2015-04-07,61.27000045776367
2015-04-08,60.650001525878906
2015-04-09,61.18000030517578
2015-04-10,61.29999923706055
2015-04-13,61.40999984741211
2015-04-14,61.06999969482422
2015-04-15,63.7400016784668
2015-04-16,62.88999938964844
2015-04-17,61.939998626708984
2015-04-20,62.25
2015-04-21,63.11000061035156
2015-04-22,63.88999938964844
2015-04-23,64.75
2015-04-24,63.43000030517578
2015-04-27,62.91999816894531
2015-04-28,63.56999969482422
2015-04-29,61.939998626708984
2015-04-30,59.66999816894531
2015-05-01,57.34000015258789
2015-05-04,56.779998779296875
2015-05-05,56.810001373291016
2015-05-06,55.65999984741211
2015-05-07,56.31999969482422
2015-05-08,56.369998931884766
2015-05-11,56.380001068115234
2015-05-12,56.04999923706055
2015-05-13,56.77000045776367
2015-05-14,56.560001373291016
2015-05-15,56.720001220703125
2015-05-18,56.18000030517578
2015-05-19,55.279998779296875
2015-05-20,54.91999816894531
2015-05-21,55.88999938964844
2015-05-22,55.06999969482422
2015-05-26,51.060001373291016
2015-05-27,51.279998779296875
2015-05-28,50.75
2015-05-29,49.709999084472656
2015-06-01,49.900001525878906
2015-06-02,50.95000076293945
2015-06-03,50.83000183105469
2015-06-04,49.66999816894531
2015-06-05,51.29999923706055
2015-06-08,49.849998474121094
2015-06-09,49.16999816894531
2015-06-10,50.290000915527344
2015-06-11,50.43000030517578
2015-06-12,50.47999954223633
2015-06-15,53.47999954223633
2015-06-16,52.150001525878906
2015-06-17,51.7599983215332
2015-06-18,51.97999954223633
2015-06-19,51.029998779296875
2015-06-22,51.11000061035156
2015-06-23,51.4900016784668
2015-06-24,51.36000061035156
2015-06-25,50.970001220703125
2015-06-26,49.95000076293945
2015-06-29,47.84000015258789
2015-06-30,46.97999954223633
2015-07-01,46.040000915527344
2015-07-02,45.16999816894531
2015-07-06,44.189998626708984
2015-07-07,45.119998931884766
2015-07-08,43.27000045776367
2015-07-09,43.650001525878906
2015-07-10,44.029998779296875
2015-07-13,46.0099983215332
2015-07-14,45.810001373291016
2015-07-15,44.4900016784668
2015-07-16,44.7599983215332
2015-07-17,43.95000076293945
2015-07-20,43.279998779296875
2015-07-21,43.47999954223633
2015-07-22,42.5
2015-07-23,42.7400016784668
2015-07-24,42.970001220703125
2015-07-27,42.27000045776367
2015-07-28,43.380001068115234
2015-07-29,45.540000915527344
2015-07-30,45.310001373291016
2015-07-31,44.29999923706055
2015-08-03,43.689998626708984
2015-08-04,44.5
2015-08-05,51.91999816894531
2015-08-06,51.20000076293945
2015-08-07,52.08000183105469
2015-08-10,53.47999954223633
2015-08-11,51.439998626708984
2015-08-12,51.880001068115234
2015-08-13,51.11000061035156
2015-08-14,51.5099983215332
2015-08-17,51.7400016784668
2015-08-18,51.630001068115234
2015-08-19,49.939998626708984
2015-08-20,47.90999984741211
2015-08-21,45.27000045776367
2015-08-24,43.61000061035156
2015-08-25,44.380001068115234
2015-08-26,46.09000015258789
2015-08-27,47.84000015258789
2015-08-28,47.79999923706055
2015-08-31,47.84000015258789
2015-09-01,47.2599983215332
2015-09-02,47.959999084472656
2015-09-03,48.290000915527344
2015-09-04,46.939998626708984
2015-09-08,49.11000061035156
2015-09-09,47.72999954223633
2015-09-10,48.220001220703125
2015-09-11,48.790000915527344
2015-09-14,46.20000076293945
2015-09-15,46.58000183105469
2015-09-16,47.7599983215332
2015-09-17,46.91999816894531
2015-09-18,45.33000183105469
2015-09-21,45.13999938964844
2015-09-22,44.41999816894531
2015-09-23,43.369998931884766
2015-09-24,43.63999938964844
2015-09-25,43.290000915527344
2015-09-28,40.810001373291016
2015-09-29,41.02000045776367
2015-09-30,42.75
2015-10-01,42.68000030517578
2015-10-02,45.459999084472656
2015-10-05,46.65999984741211
2015-10-06,48.880001068115234
2015-10-07,49.90999984741211
2015-10-08,51.119998931884766
2015-10-09,51.20000076293945
2015-10-12,50.83000183105469
2015-10-13,50.58000183105469
2015-10-14,51.95000076293945
2015-10-15,52.47999954223633
2015-10-16,52.04999923706055
2015-10-19,51.189998626708984
2015-10-20,51.77000045776367
2015-10-21,49.939998626708984
2015-10-22,49.88999938964844
2015-10-23,50.43000030517578
2015-10-26,50.56999969482422
2015-10-27,49.15999984741211
2015-10-28,50.849998474121094
2015-10-29,50.9900016784668
2015-10-30,57.06999969482422
2015-11-02,57.779998779296875
2015-11-03,58.349998474121094
2015-11-04,58.65999984741211
2015-11-05,58.33000183105469
2015-11-06,59.66999816894531
2015-11-09,58.38999938964844
2015-11-10,55.869998931884766
2015-11-11,54.75
2015-11-12,53.91999816894531
2015-11-13,52.720001220703125
2015-11-16,54.18000030517578
2015-11-17,52.75
2015-11-18,53.939998626708984
2015-11-19,53.279998779296875
2015-11-20,54.439998626708984
2015-11-23,54.880001068115234
2015-11-24,56.16999816894531
2015-11-25,56.400001525878906
2015-11-27,56.099998474121094
2015-11-30,56.5099983215332
